id,canonical_slug,name,created,description,context_length,supported_parameters,hugging_face_id,knowledge_cutoff,expiration_date,supported_voices
anthropic/claude-opus-4,anthropic/claude-4-opus-20250522,Anthropic: Claude Opus 4,1747931245,"Claude Opus 4 is benchmarked as the world’s best coding model, at time of release, bringing sustained performance on complex, long-running tasks and agent workflows. It sets new benchmarks in...",200000,include_reasoning; max_tokens; reasoning; stop; temperature; tool_choice; tools; top_p,,2025-01-31,,
anthropic/claude-sonnet-4,anthropic/claude-4-sonnet-20250522,Anthropic: Claude Sonnet 4,1747930371,"Claude Sonnet 4 significantly enhances the capabilities of its predecessor, Sonnet 3.7, excelling in both coding and reasoning tasks with improved precision and controllability. Achieving state-of-the-art performance on SWE-bench (72.7%),...",1000000,include_reasoning; max_tokens; reasoning; stop; temperature; tool_choice; tools; top_k; top_p,,2025-01-31,,
mistralai/mistral-medium-3,mistralai/mistral-medium-3,Mistral: Mistral Medium 3,1746627341,Mistral Medium 3 is a high-performance enterprise-grade language model designed to deliver frontier-level capabilities at significantly reduced operational cost. It balances state-of-the-art reasoning and multimodal performance with 8× lower cost...,131072,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2025-03-31,,
meta-llama/llama-guard-4-12b,meta-llama/llama-guard-4-12b,Meta: Llama Guard 4 12B,1745975193,"Llama Guard 4 is a Llama 4 Scout-derived multimodal pretrained model, fine-tuned for content safety classification. Similar to previous versions, it can be used to classify content in both LLM...",163840,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; temperature; top_k; top_p,meta-llama/Llama-Guard-4-12B,2024-08-31,,
qwen/qwen3-30b-a3b,qwen/qwen3-30b-a3b-04-28,Qwen: Qwen3 30B A3B,1745878604,"Qwen3, the latest generation in the Qwen large language model series, features both dense and mixture-of-experts (MoE) architectures to excel in reasoning, multilingual support, and advanced agent tasks. Its unique...",131072,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen3-30B-A3B,2025-03-31,,
qwen/qwen3-8b,qwen/qwen3-8b-04-28,Qwen: Qwen3 8B,1745876632,"Qwen3-8B is a dense 8.2B parameter causal language model from the Qwen3 series, designed for both reasoning-heavy tasks and efficient dialogue. It supports seamless switching between ""thinking"" mode for math,...",131072,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen3-8B,2025-03-31,,
qwen/qwen3-14b,qwen/qwen3-14b-04-28,Qwen: Qwen3 14B,1745876478,"Qwen3-14B is a dense 14.8B parameter causal language model from the Qwen3 series, designed for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for...",131072,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,Qwen/Qwen3-14B,2025-03-31,,
qwen/qwen3-32b,qwen/qwen3-32b-04-28,Qwen: Qwen3 32B,1745875945,"Qwen3-32B is a dense 32.8B parameter causal language model from the Qwen3 series, optimized for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for...",131072,frequency_penalty; include_reasoning; logit_bias; max_tokens; min_p; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen3-32B,2025-03-31,,
qwen/qwen3-235b-a22b,qwen/qwen3-235b-a22b-04-28,Qwen: Qwen3 235B A22B,1745875757,"Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen, activating 22B parameters per forward pass. It supports seamless switching between a ""thinking"" mode for complex reasoning, math, and...",131072,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen3-235B-A22B,2025-03-31,,
openai/o4-mini-high,openai/o4-mini-high-2025-04-16,OpenAI: o4 Mini High,1744824212,"OpenAI o4-mini-high is the same model as [o4-mini](/openai/o4-mini) with reasoning_effort set to high. OpenAI o4-mini is a compact reasoning model in the o-series, optimized for fast, cost-efficient performance while retaining...",200000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2024-06-30,,
openai/o3,openai/o3-2025-04-16,OpenAI: o3,1744823457,"o3 is a well-rounded and powerful model across domains. It sets a new standard for math, science, coding, and visual reasoning tasks. It also excels at technical writing and instruction-following....",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2024-06-30,,
openai/o3:batch,openai/o3-2025-04-16,OpenAI: o3 (batch),1744823457,"o3 is a well-rounded and powerful model across domains. It sets a new standard for math, science, coding, and visual reasoning tasks. It also excels at technical writing and instruction-following....",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2024-06-30,,
openai/o4-mini,openai/o4-mini-2025-04-16,OpenAI: o4 Mini,1744820942,"OpenAI o4-mini is a compact reasoning model in the o-series, optimized for fast, cost-efficient performance while retaining strong multimodal and agentic capabilities. It supports tool use and demonstrates competitive reasoning...",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2024-06-30,,
openai/o4-mini:batch,openai/o4-mini-2025-04-16,OpenAI: o4 Mini (batch),1744820942,"OpenAI o4-mini is a compact reasoning model in the o-series, optimized for fast, cost-efficient performance while retaining strong multimodal and agentic capabilities. It supports tool use and demonstrates competitive reasoning...",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2024-06-30,,
openai/gpt-4.1,openai/gpt-4.1-2025-04-14,OpenAI: GPT-4.1,1744651385,"GPT-4.1 is a flagship large language model optimized for advanced instruction following, real-world software engineering, and long-context reasoning. It supports a 1 million token context window and outperforms GPT-4o and...",1047576,max_completion_tokens; max_tokens; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_p,,2024-06-30,,
openai/gpt-4.1:batch,openai/gpt-4.1-2025-04-14,OpenAI: GPT-4.1 (batch),1744651385,"GPT-4.1 is a flagship large language model optimized for advanced instruction following, real-world software engineering, and long-context reasoning. It supports a 1 million token context window and outperforms GPT-4o and...",1047576,max_tokens; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_p,,2024-06-30,,
openai/gpt-4.1-mini,openai/gpt-4.1-mini-2025-04-14,OpenAI: GPT-4.1 Mini,1744651381,GPT-4.1 Mini is a mid-sized model delivering performance competitive with GPT-4o at substantially lower latency and cost. It retains a 1 million token context window and scores 45.1% on hard...,1047576,max_completion_tokens; max_tokens; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_p,,2024-06-30,,
openai/gpt-4.1-mini:batch,openai/gpt-4.1-mini-2025-04-14,OpenAI: GPT-4.1 Mini (batch),1744651381,GPT-4.1 Mini is a mid-sized model delivering performance competitive with GPT-4o at substantially lower latency and cost. It retains a 1 million token context window and scores 45.1% on hard...,1047576,max_tokens; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_p,,2024-06-30,,
openai/gpt-4.1-nano,openai/gpt-4.1-nano-2025-04-14,OpenAI: GPT-4.1 Nano,1744651369,"For tasks that demand low latency, GPT‑4.1 nano is the fastest and cheapest model in the GPT-4.1 series. It delivers exceptional performance at a small size with its 1 million...",1047576,max_completion_tokens; max_tokens; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_p,,2024-06-30,,
openai/gpt-4.1-nano:batch,openai/gpt-4.1-nano-2025-04-14,OpenAI: GPT-4.1 Nano (batch),1744651369,"For tasks that demand low latency, GPT‑4.1 nano is the fastest and cheapest model in the GPT-4.1 series. It delivers exceptional performance at a small size with its 1 million...",1047576,max_tokens; response_format; seed; structured_outputs; temperature; tool_choice; tools; top_p,,2024-06-30,,
meta-llama/llama-4-maverick,meta-llama/llama-4-maverick-17b-128e-instruct,Meta: Llama 4 Maverick,1743881822,"Llama 4 Maverick 17B Instruct (128E) is a high-capacity multimodal language model from Meta, built on a mixture-of-experts (MoE) architecture with 128 experts and 17 billion active parameters per forward...",1048576,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,meta-llama/Llama-4-Maverick-17B-128E-Instruct,2024-08-31,,
meta-llama/llama-4-scout,meta-llama/llama-4-scout-17b-16e-instruct,Meta: Llama 4 Scout,1743881519,"Llama 4 Scout 17B Instruct (16E) is a mixture-of-experts (MoE) language model developed by Meta, activating 17 billion parameters out of a total of 109B. It supports native multimodal input...",1310720,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,meta-llama/Llama-4-Scout-17B-16E-Instruct,2024-08-31,,
deepseek/deepseek-chat-v3-0324,deepseek/deepseek-chat-v3-0324,DeepSeek: DeepSeek V3 0324,1742824755,"DeepSeek V3, a 685B-parameter, mixture-of-experts model, is the latest iteration of the flagship chat model family from the DeepSeek team. It succeeds the [DeepSeek V3](/deepseek/deepseek-chat-v3) model and performs really well...",163840,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,deepseek-ai/DeepSeek-V3-0324,2024-07-31,,
openai/o1-pro,openai/o1-pro,OpenAI: o1-pro,1742423211,The o1 series of models are trained with reinforcement learning to think before they answer and perform complex reasoning. The o1-pro model uses more compute to think harder and provide...,200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs,,2023-10-31,,
mistralai/mistral-small-3.1-24b-instruct,mistralai/mistral-small-3.1-24b-instruct-2503,Mistral: Mistral Small 3.1 24B,1742238937,"Mistral Small 3.1 24B Instruct is an upgraded variant of Mistral Small 3 (2501), featuring 24 billion parameters with advanced multimodal capabilities. It provides state-of-the-art performance in text-based reasoning and...",128000,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; temperature; top_k; top_logprobs; top_p,mistralai/Mistral-Small-3.1-24B-Instruct-2503,2023-10-31,,
google/gemma-3-4b-it,google/gemma-3-4b-it,Google: Gemma 3 4B,1741905510,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities,...",131072,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_p,google/gemma-3-4b-it,2024-08-31,,
google/gemma-3-12b-it,google/gemma-3-12b-it,Google: Gemma 3 12B,1741902625,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities,...",131072,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,google/gemma-3-12b-it,2024-08-31,,
cohere/command-a,cohere/command-a-03-2025,Cohere: Command A,1741894342,"Command A is an open-weights 111B parameter model with a 256k context window focused on delivering great performance across agentic, multilingual, and coding use cases. Compared to other leading proprietary...",256000,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_p,CohereForAI/c4ai-command-a-03-2025,2024-08-31,,
rekaai/reka-flash-3,rekaai/reka-flash-3,Reka Flash 3,1741812813,"Reka Flash 3 is a general-purpose, instruction-tuned large language model with 21 billion parameters, developed by Reka. It excels at general chat, coding tasks, instruction-following, and function calling. Featuring a...",65536,frequency_penalty; include_reasoning; logprobs; max_tokens; presence_penalty; reasoning; seed; stop; structured_outputs; temperature; top_k; top_logprobs; top_p,RekaAI/reka-flash-3,2025-01-31,,
google/gemma-3-27b-it,google/gemma-3-27b-it,Google: Gemma 3 27B,1741756359,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities,...",131072,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,google/gemma-3-27b-it,2024-08-31,,
thedrummer/skyfall-36b-v2,thedrummer/skyfall-36b-v2,TheDrummer: Skyfall 36B V2,1741636566,"Skyfall 36B v2 is an enhanced iteration of Mistral Small 2501, specifically fine-tuned for improved creativity, nuanced writing, role-playing, and coherent storytelling.",32768,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_logprobs; top_p,TheDrummer/Skyfall-36B-v2,2024-06-30,,
perplexity/sonar-reasoning-pro,perplexity/sonar-reasoning-pro,Perplexity: Sonar Reasoning Pro,1741313308,Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexity.ai/guides/pricing#detailed-pricing-breakdown-for-sonar-reasoning-pro-and-sonar-pro) Sonar Reasoning Pro is a premier reasoning model powered by DeepSeek R1 with Chain of Thought (CoT). Designed for,128000,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; temperature; top_k; top_p; web_search_options,,,,
perplexity/sonar-pro,perplexity/sonar-pro,Perplexity: Sonar Pro,1741312423,"Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexity.ai/guides/pricing#detailed-pricing-breakdown-for-sonar-reasoning-pro-and-sonar-pro) For enterprises seeking more advanced capabilities, the Sonar Pro API can handle in-depth, multi-step queries wit",200000,frequency_penalty; max_tokens; presence_penalty; temperature; top_k; top_p; web_search_options,,,,
perplexity/sonar-deep-research,perplexity/sonar-deep-research,Perplexity: Sonar Deep Research,1741311246,"Sonar Deep Research is a research-focused model designed for multi-step retrieval, synthesis, and reasoning across complex topics. It autonomously searches, reads, and evaluates sources, refining its approach as it gathers...",128000,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; temperature; top_k; top_p; web_search_options,,,,
mistralai/mistral-saba,mistralai/mistral-saba-2502,Mistral: Saba,1739803239,"Mistral Saba is a 24B-parameter language model specifically designed for the Middle East and South Asia, delivering accurate and contextually relevant responses while maintaining efficient performance. Trained on curated regional...",32768,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2024-09-30,,
openai/o3-mini-high,openai/o3-mini-high-2025-01-31,OpenAI: o3 Mini High,1739372611,"OpenAI o3-mini-high is the same model as [o3-mini](/openai/o3-mini) with reasoning_effort set to high. o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly excelling in science, mathematics, and...",200000,include_reasoning; max_tokens; reasoning; reasoning_effort; response_format; seed; structured_outputs; tool_choice; tools,,2023-10-31,,
aion-labs/aion-rp-llama-3.1-8b,aion-labs/aion-rp-llama-3.1-8b,AionLabs: Aion-RP 1.0 (8B),1738696718,"Aion-RP-Llama-3.1-8B ranks the highest in the character evaluation portion of the RPBench-Auto benchmark, a roleplaying-specific variant of Arena-Hard-Auto, where LLMs evaluate each other’s responses. It is a fine-tuned base model...",32768,max_tokens; temperature; top_p,,2023-12-31,,
qwen/qwen2.5-vl-72b-instruct,qwen/qwen2.5-vl-72b-instruct,Qwen: Qwen2.5 VL 72B Instruct,1738410311,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects. It is also highly capable of analyzing texts, charts, icons, graphics, and layouts within images.",128000,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_logprobs; top_p,Qwen/Qwen2.5-VL-72B-Instruct,2024-06-30,,
qwen/qwen-plus,qwen/qwen-plus-2025-01-25,Qwen: Qwen-Plus,1738409840,"Qwen-Plus, based on the Qwen2.5 foundation model, is a 131K context model with a balanced performance, speed, and cost combination.",1000000,frequency_penalty; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,,2025-03-31,,
openai/o3-mini,openai/o3-mini-2025-01-31,OpenAI: o3 Mini,1738351721,"OpenAI o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly excelling in science, mathematics, and coding. This model supports the `reasoning_effort` parameter, which can be set to...",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2023-10-31,,
openai/o3-mini:batch,openai/o3-mini-2025-01-31,OpenAI: o3 Mini (batch),1738351721,"OpenAI o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly excelling in science, mathematics, and coding. This model supports the `reasoning_effort` parameter, which can be set to...",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2023-10-31,,
mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,Mistral: Mistral Small 3,1738255409,"Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across common AI tasks. Released under the Apache 2.0 license, it features both pre-trained and instruction-tuned versions designed...",32768,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_p,mistralai/Mistral-Small-24B-Instruct-2501,2023-10-31,,
perplexity/sonar,perplexity/sonar,Perplexity: Sonar,1738013808,"Sonar is lightweight, affordable, fast, and simple to use — now featuring citations and the ability to customize sources. It is designed for companies seeking to integrate lightweight question-and-answer features...",127072,frequency_penalty; max_tokens; presence_penalty; temperature; top_k; top_p; web_search_options,,,,
deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,DeepSeek: R1 Distill Llama 70B,1737663169,"DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](/meta-llama/llama-3.3-70b-instruct), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). The model combines advanced distillation techniques to achieve high performance across...",8192,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; repetition_penalty; seed; stop; temperature; top_k; top_p,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,2024-07-31,,
deepseek/deepseek-r1,deepseek/deepseek-r1,DeepSeek: R1,1737381095,"DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in size, with 37B active in an inference pass....",64000,frequency_penalty; include_reasoning; max_tokens; presence_penalty; reasoning; repetition_penalty; response_format; seed; stop; temperature; tool_choice; tools; top_k; top_p,deepseek-ai/DeepSeek-R1,2024-07-31,,
minimax/minimax-01,minimax/minimax-01,MiniMax: MiniMax-01,1736915462,"MiniMax-01 is a combines MiniMax-Text-01 for text generation and MiniMax-VL-01 for image understanding. It has 456 billion parameters, with 45.9 billion parameters activated per inference, and can handle a context...",1000192,max_tokens; temperature; top_p,MiniMaxAI/MiniMax-Text-01,2024-03-31,,
microsoft/phi-4,microsoft/phi-4,Microsoft: Phi 4,1736489872,[Microsoft Research](/microsoft) Phi-4 is designed to perform well in complex reasoning tasks and can operate efficiently in situations with limited memory or where quick responses are needed. At 14 billion...,16384,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_p,microsoft/phi-4,2024-06-30,,
deepseek/deepseek-chat,deepseek/deepseek-chat-v3,DeepSeek: DeepSeek V3,1735241320,"DeepSeek-V3 is the latest model from the DeepSeek team, building upon the instruction following and coding abilities of the previous versions. Pre-trained on nearly 15 trillion tokens, the reported evaluations...",163840,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,deepseek-ai/DeepSeek-V3,2024-07-31,,
sao10k/l3.3-euryale-70b,sao10k/l3.3-euryale-70b-v2.3,Sao10K: Llama 3.3 Euryale 70B,1734535928,Euryale L3.3 70B is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k). It is the successor of [Euryale L3 70B v2.2](/models/sao10k/l3-euryale-70b).,131072,frequency_penalty; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_logprobs; top_p,Sao10K/L3.3-70B-Euryale-v2.3,2023-12-31,,
openai/o1,openai/o1-2024-12-17,OpenAI: o1,1734459999,"The latest and strongest model family from OpenAI, o1 is designed to spend more time thinking before responding. The o1 model series is trained with large-scale reinforcement learning to reason...",200000,include_reasoning; max_tokens; reasoning; response_format; seed; structured_outputs; tool_choice; tools,,2023-10-31,,
cohere/command-r7b-12-2024,cohere/command-r7b-12-2024,Cohere: Command R7B (12-2024),1734158152,"Command R7B (12-2024) is a small, fast update of the Command R+ model, delivered in December 2024. It excels at RAG, tool use, agents, and similar tasks requiring complex reasoning...",128000,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_p,,2024-08-31,,
meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,Meta: Llama 3.3 70B Instruct,1733506137,The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned generative model in 70B (text in/text out). The Llama 3.3 instruction tuned text only model...,131072,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,meta-llama/Llama-3.3-70B-Instruct,2023-12-31,,
amazon/nova-lite-v1,amazon/nova-lite-v1,Amazon: Nova Lite 1.0,1733437363,"Amazon Nova Lite 1.0 is a very low-cost multimodal model from Amazon that focused on fast processing of image, video, and text inputs to generate text output. Amazon Nova Lite...",300000,max_tokens; stop; temperature; tools; top_k; top_p,,2024-10-31,,
amazon/nova-micro-v1,amazon/nova-micro-v1,Amazon: Nova Micro 1.0,1733437237,Amazon Nova Micro 1.0 is a text-only model that delivers the lowest latency responses in the Amazon Nova family of models at a very low cost. With a context length...,128000,max_tokens; stop; temperature; tools; top_k; top_p,,2024-10-31,,
amazon/nova-pro-v1,amazon/nova-pro-v1,Amazon: Nova Pro 1.0,1733436303,"Amazon Nova Pro 1.0 is a capable multimodal model from Amazon focused on providing a combination of accuracy, speed, and cost for a wide range of tasks. As of December...",300000,max_tokens; stop; temperature; tools; top_k; top_p,,2024-10-31,,
openai/gpt-4o-2024-11-20,openai/gpt-4o-2024-11-20,OpenAI: GPT-4o (2024-11-20),1732127594,"The 2024-11-20 version of GPT-4o offers a leveled-up creative writing ability with more natural, engaging, and tailored writing to improve relevance & readability. It’s also better at working with uploaded...",128000,frequency_penalty; logit_bias; logprobs; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
mistralai/mistral-large-2407,mistralai/mistral-large-2407,Mistral Large 2407,1731978415,"This is Mistral AI's flagship model, Mistral Large 2 (version mistral-large-2407). It's a proprietary weights-available model and excels at reasoning, code, JSON, chat, and more. Read the launch announcement [here](https://mistral.ai/news/mistral-large-2407/)....",131072,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2024-03-31,,
qwen/qwen-2.5-coder-32b-instruct,qwen/qwen-2.5-coder-32b-instruct,Qwen2.5 Coder 32B Instruct,1731368400,"Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). Qwen2.5-Coder brings the following improvements upon CodeQwen1.5: - Significantly improvements in **code generation**, **code reasoning**...",32768,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; temperature; top_k; top_p,Qwen/Qwen2.5-Coder-32B-Instruct,2024-06-30,,
thedrummer/unslopnemo-12b,thedrummer/unslopnemo-12b,TheDrummer: UnslopNemo 12B,1731103448,"UnslopNemo v4.1 is the latest addition from the creator of Rocinante, designed for adventure writing and role-play scenarios.",1024000,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,TheDrummer/UnslopNemo-12B-v4.1,2024-04-30,,
anthracite-org/magnum-v4-72b,anthracite-org/magnum-v4-72b,Magnum v4 72B,1729555200,"This is a series of models designed to replicate the prose quality of the Claude 3 models, specifically Sonnet(https://openrouter.ai/anthropic/claude-3.5-sonnet) and Opus(https://openrouter.ai/anthropic/claude-3-opus).

The model is fine-tuned on top of [Qwen2.5 72B](https://openrouter.ai/qwen/qwen-",32768,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_a; top_k; top_logprobs; top_p,anthracite-org/magnum-v4-72b,2024-06-30,,
qwen/qwen-2.5-7b-instruct,qwen/qwen-2.5-7b-instruct,Qwen: Qwen2.5 7B Instruct,1729036800,Qwen2.5 7B is the latest series of Qwen large language models. Qwen2.5 brings the following improvements upon Qwen2: - Significantly more knowledge and has greatly improved capabilities in coding and...,32768,frequency_penalty; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen2.5-7B-Instruct,2024-06-30,,
meta-llama/llama-3.2-1b-instruct,meta-llama/llama-3.2-1b-instruct,Meta: Llama 3.2 1B Instruct,1727222400,"Llama 3.2 1B is a 1-billion-parameter language model focused on efficiently performing natural language tasks, such as summarization, dialogue, and multilingual text analysis. Its smaller size allows it to operate...",60000,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; temperature; top_k; top_p,meta-llama/Llama-3.2-1B-Instruct,2023-12-31,,
meta-llama/llama-3.2-3b-instruct,meta-llama/llama-3.2-3b-instruct,Meta: Llama 3.2 3B Instruct,1727222400,"Llama 3.2 3B is a 3-billion-parameter multilingual large language model, optimized for advanced natural language processing tasks like dialogue generation, reasoning, and summarization. Designed with the latest transformer architecture, it...",131072,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; structured_outputs; temperature; top_k; top_logprobs; top_p,meta-llama/Llama-3.2-3B-Instruct,2023-12-31,,
qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,Qwen2.5 72B Instruct,1726704000,Qwen2.5 72B is the latest series of Qwen large language models. Qwen2.5 brings the following improvements upon Qwen2: - Significantly more knowledge and has greatly improved capabilities in coding and...,32768,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,Qwen/Qwen2.5-72B-Instruct,2024-06-30,,
cohere/command-r-08-2024,cohere/command-r-08-2024,Cohere: Command R (08-2024),1724976000,"command-r-08-2024 is an update of the [Command R](/models/cohere/command-r) with improved performance for multilingual retrieval-augmented generation (RAG) and tool use. More broadly, it is better at math, code and reasoning and...",128000,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,2024-03-31,,
cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere: Command R+ (08-2024),1724976000,"command-r-plus-08-2024 is an update of the [Command R+](/models/cohere/command-r-plus) with roughly 50% higher throughput and 25% lower latencies as compared to the previous Command R+ version, while keeping the hardware footprint...",128000,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,,2024-03-31,,
